
사업자_기본정보(주유소)

기준 : 일간(20170202) 영업중인 업체
고유번호,지역,상호,상표,주소,전화번호,셀프여부
A0027353,부산 동구,동방석유(주)초량주유소,SK에너지,부산광역시 동구  중앙대로 302 (초량동),051-469-5181,셀프,
A0027382,부산 동구,(주)동구오케이주유소,현대오일뱅크,부산 동구 중앙대로 352 (초량동),051-462-3504,셀프,
A0027299,부산 동구,청구주유소,SK에너지,부산 동구 충장대로 281 (좌천동),051-635-9698,셀프,
A0027301,부산 동구,구도일주유소 부산진,S-OIL,부산 동구 중앙대로 414 (좌천동),051-644-6200,셀프,
A0000646,부산 동구,씨제이대한통운(주)부산주유소,GS칼텍스,부산 동구 충장대로 305 (좌천동),051-719-5143,일반,
A0027360,부산 동구,대양대박주유소,GS칼텍스,부산 동구 성남로 42 (좌천동),051-634-5252,일반,
A0027248,부산 동구,대양산업(주)주유소,GS칼텍스,부산 동구 성남로 74 (범일동),051-646-5563,셀프,
A0027054,부산 영도구,태종에너지청학주유소,SK에너지,부산 영도구 태종로 376 (청학동),051-414-7279,셀프,
A0027053,부산 영도구,태종에너지,SK에너지,부산 영도구 태종로 373 (청학동),051-413-3133,셀프,
A0027086,부산 영도구,(주)삼광에너지 대성주유소,S-OIL,부산 영도구 해양로 128 (청학동),051-412-5189,일반,
A0027237,부산 영도구,동현주유소,현대오일뱅크,부산광역시 영도구 해양로 212,051-405-5170,일반,
A0027089,부산 영도구,해양특구주유소,GS칼텍스,부산 영도구 해양로 270,051-404-5189,셀프,
A0027041,부산 영도구,동방주유소,S-OIL,부산 영도구 토곡남로34번길 24-1  (남항동),051-416-6108,일반,
A0027040,부산 영도구,남항주유소,SK에너지,부산 영도구 남항서로 116 (남항동1가),051-416-0904,일반,
A0027042,부산 영도구,영선주유소,현대오일뱅크,부산 영도구 영선대로 63 (영선동3가),051-418-0042,일반,
A0027087,부산 영도구,(주)나부코직영 우원주유소,SK에너지,부산 영도구 태종로 181 (봉래동4가),051-418-7600,일반,
A0027055,부산 영도구,태종에너지태종로주유소,SK에너지,부산 영도구 태종로 290 (청학동),051-412-5155,일반,
A0027045,부산 영도구,태종대온천주유소,SK에너지,부산 영도구 태종로 806-1 (동삼동),051-405-2530,일반,
A0031822,부산 영도구,해동주유소,S-OIL,부산 영도구 태종로 782 (동삼동),051-404-1700,일반,
A0027351,부산 부산진구,동방석유(주)sk전포주유소,SK에너지,부산 부산진구 동천로 10 (전포동),051-804-5152,셀프,
A0027359,부산 부산진구,광신석유(주)직영양정주유소,SK에너지,부산 부산진구 동평로 359 (양정동),051-862-7063,일반,
A0027309,부산 부산진구,케이제이주유소,S-OIL,부산 부산진구 전포대로176번길 5 (전포동),051-809-5145,셀프,
A0027349,부산 부산진구,동방석유(주)황령산주유소,SK에너지,부산 부산진구 황령대로 66 (전포동),051-803-5151,셀프,
A0027766,부산 부산진구,신거제 주유소,S-OIL,부산 부산진구 거제대로 84 (양정동),051-866-3551,일반,
A0032143,부산 부산진구,삼광에너지하마정주유소,S-OIL,부산 부산진구 동평로 398 (양정동),051-861-5104,셀프,
A0027311,부산 부산진구,한일셀프주유소,SK에너지,부산 부산진구 백양순환로110번길 19 (부암동),051-809-1542,셀프,
A0027368,부산 부산진구,명품주유소,SK에너지,부산광역시 부산진구  백양대로 78 (당감동),051-898-9322,셀프,
A0027381,부산 부산진구,(주)부암오일뱅크,현대오일뱅크,부산 부산진구 가야대로 701 (당감동),051-635-4244,일반,
A0027306,부산 부산진구,럭키주유소,SK에너지,부산 부산진구 새싹로 230 (초읍동),051-808-5113,셀프,
A0027378,부산 부산진구,동서주유소,SK에너지,부산광역시 부산진구 신암로 129(범천동),051-636-5103,셀프,
A0027379,부산 부산진구,부전주유소,GS칼텍스,부산광역시 부산진구 신천대로 132,051-802-5593,셀프,
A0027354,부산 부산진구,연지,SK에너지,부산 부산진구 동평로 239 (연지동),051-805-9285,셀프,
A0027320,부산 부산진구,대양주유소,S-OIL,부산 부산진구 새싹로 61-2 (부암동),051-818-6161,셀프,
A0027352,부산 부산진구,광신석유(주)네오스포주유소,SK에너지,부산 부산진구 신천대로 85 (범천동),051-818-4419,일반,
A0027164,부산 부산진구,항도주유소,GS칼텍스,부산 부산진구 신암로 14 (범천동),051-646-8134,일반,
A0027298,부산 부산진구,성지주유소,GS칼텍스,부산 부산진구 동평로 289 (연지동),051-806-0466,셀프,
A0027361,부산 부산진구,(주)서영주유소,SK에너지,부산 부산진구 범일로 184 (범천동),051-644-7053,일반,
A0027380,부산 부산진구,(주)개금태화주유소,S-OIL,부산광역시 부산진구 가야대로 402 (개금동),051-896-6147,셀프,
A0027325,부산 부산진구,진성주유소,S-OIL,부산 부산진구 백양대로 242 (개금동),051-896-4500,셀프,
A0027312,부산 부산진구,백양주유소,SK에너지,부산광역시 부산진구  백양대로 234 (개금동),051-894-6622,일반,
A0027373,부산 부산진구,주공셀프주유소,GS칼텍스,부산 부산진구 백양대로 231 (개금동),051-525-7413,셀프,
A0027296,부산 부산진구,대명주유소,S-OIL,부산 부산진구 가야대로 523 (가야동),051-896-5105,일반,
A0027314,부산 부산진구,대흥주유소(부산진구1호점),SK에너지,부산 부산진구 동평로 21 (당감동),051-898-5151,일반,
A0027356,부산 부산진구,가야주유소,SK에너지,부산 부산진구 가야대로 548 (가야동),051-896-6300,셀프,
A0006300,부산 부산진구,당감주유소,SK에너지,부산 부산진구 동평로 49 (당감동),051-894-8080,일반,
A0027837,부산 동래구,(주)삼보명진주유소,GS칼텍스,부산 동래구 충렬대로 51 (온천동),051-553-3000,셀프,
A0032146,부산 동래구,동래셀프주유소,SK에너지,부산 동래구 우장춘로 41 (온천동),051-554-5189,셀프,
A0027761,부산 동래구,여고주유소,SK에너지,부산 동래구 미남로 50 (사직동),051-504-5189,일반,
A0027790,부산 동래구,대원주유소,S-OIL,부산광역시 동래구  미남로 38 (사직동),051-502-0733,일반,
A0027854,부산 동래구,광신석유(주)직영 금정주유소,SK에너지,부산광역시 동래구  충렬대로 95 (온천동),051-555-3258,셀프,
A0027794,부산 동래구,한창주유소,현대오일뱅크, 부산광역시 동래구 우장춘로 56,051-583-5151,셀프,
A0027780,부산 동래구,대일주유소,알뜰주유소,부산 동래구 충렬대로 124 (온천동),051-502-1155,셀프,
A0027847,부산 동래구,동방석유(주)푸른주유소,SK에너지,부산광역시 동래구 충렬대로 121 (온천동),051-555-3827,셀프,
A0027796,부산 동래구,교대주유소,SK에너지,부산 동래구 여고로 131 (사직동),051-504-0636,일반,
A0027857,부산 동래구,동래,SK에너지,부산 동래구 중앙대로 1371 (온천동),051-553-0803,일반,
A0031924,부산 동래구,태인주유소,S-OIL,부산 동래구 중앙대로 1259 (사직동),051-506-2996,셀프,
A0027799,부산 동래구,신세계주유소,알뜰주유소,부산 동래구 충렬대로 500 (안락동),051-528-0600,일반,
A0027875,부산 동래구,안락교차로주유소,GS칼텍스,부산 동래구 충렬대로 330 (안락동),051-552-6262,일반,
A0027747,부산 동래구,대경주유소,현대오일뱅크,부산 동래구 반송로 185 (안락동),051-555-1177,일반,
A0027877,부산 동래구,신강주유소,현대오일뱅크,부산 동래구 반송로 235 (안락동),051-525-7412,셀프,
A0027846,부산 동래구,동호주유소,GS칼텍스,부산 동래구 반송로 245 (안락동),051-526-9967,셀프,
A0027856,부산 동래구,SK안락셀프주유소,SK에너지,부산광역시 동래구  충렬대로 379 (안락동),051-522-2379,셀프,
A0027812,부산 동래구,보강주유소,현대오일뱅크,부산광역시 동래구  충렬대로 400 (안락동),051-531-2535,셀프,
A0027822,부산 동래구,명장주유소,알뜰주유소,부산광역시 동래구  반송로 303 (명장동),051-522-3355,일반,
A0027795,부산 동래구,세일석유(주)우리오일주유소,S-OIL,부산광역시 동래구  반송로 350 (명장동),051-521-5500,셀프,
A0027803,부산 동래구,태양주유소,GS칼텍스,부산 동래구 충렬대로 440 (안락동),051-526-0107,셀프,
A0027778,부산 동래구,원동교주유소,현대오일뱅크,부산광역시 동래구 충렬대로 460  (안락동),051-525-5188,셀프,
A0030252,부산 동래구,한성주유소,S-OIL,부산 동래구 연안로52번길 66 (안락동),051-531-7191,일반,
A0027729,부산 동래구,온천주유소,GS칼텍스,부산 동래구 명륜로 2,051-558-2250,셀프,
A0027879,부산 동래구,세일석유㈜유림주유소,S-OIL,부산 동래구 명륜로 54 (수안동),051-556-4290,일반,
A0027755,부산 동래구,한양주유소,SK에너지,부산광역시 동래구  충렬대로 300 (낙민동),051-554-3363,일반,
A0031256,부산 남구,금융단지주유소,GS칼텍스,부산 남구 황령대로98번길 75 (문현동),051-633-5117,일반,
A0031176,부산 남구,동명주유소,S-OIL,부산 남구 황령대로98번길 7 (문현동),051-646-4390,일반,
A0027303,부산 남구,문현주유소,현대오일뱅크,부산 남구 우암로 374 (문현동),051-635-5103,일반,
A0032150,부산 남구,매일주유소,S-OIL,부산 남구 수영로 22 (문현동),051-646-5182,일반,
A0031353,부산 남구,SK네트웍스(주)직영명성주유소,SK에너지,부산 남구 우암로 232-1 (우암동),051-643-5432,일반,
A0031396,부산 남구,(주)희운우암주유소,GS칼텍스,부산광역시 남구  우암로 204 (우암동),051-644-0142,셀프,
A0031166,부산 남구,대성주유소,현대오일뱅크,부산광역시 남구 문현로 67 (문현동),051-634-0668,일반,
A0031193,부산 남구,비치주유소,GS칼텍스,부산 남구 용호로 60 (용호동),051-625-5151,일반,
A0031191,부산 남구,구도일주유소용호,S-OIL,부산 남구 용호로 172 (용호동),051-611-5191,일반,
A0031304,부산 남구,그린파워에너지,GS칼텍스,부산광역시 남구 용호로 207-2 (용호동),051-612-3386,셀프,
A0031192,부산 남구,분포셀프주유소,SK에너지,부산 남구 용호로 116 (용호동),051-627-5151,셀프,
A0030421,부산 남구,팔성주유소,S-OIL, 부산광역시 남구 유엔로 138,051-622-9985,일반,
A0031386,부산 남구,(주)신선에너지유엔주유소,SK에너지,부산 남구 석포로 134 (대연동),051-624-5779,일반,
A0027048,부산 남구,인터지스(주)인터지스주유소,현대오일뱅크, 부산광역시 남구 신선로 250,051-611-0583,일반,
A0031329,부산 남구,(주)문화주유소,GS칼텍스,부산광역시 남구  유엔로 155 (대연동),051-621-2416,일반,
A0031393,부산 남구,내트럭(주)부산용당,SK에너지,부산 남구 용당동 신선로 263,051-931-8001,일반,
A0031399,부산 남구,금강석유(주) 영웅주유소,현대오일뱅크,부산 남구 황령대로 346 (대연동),051-627-0180,셀프,
A0031172,부산 남구,용소주유소,S-OIL,부산 남구 황령대로 345 (대연동),051-621-8188,일반,
A0031326,부산 남구,은마석유주식회사,GS칼텍스,부산광역시 남구  신선로 351 (용당동),051-628-4323,일반,
A0031398,부산 남구,북항대교주유소,S-OIL,부산광역시 남구  신선로 316 (용당동),051-628-6607,셀프,
A0031372,부산 남구,신선대주유소,SK에너지,부산 남구 신선로 308 (용당동),051-628-9466,셀프,
A0031402,부산 남구,YK에너지(주),알뜰주유소,부산광역시 남구  신선로 387 (용당동),051-623-5189,셀프,
A0031322,부산 남구,대연주유소,GS칼텍스,부산광역시 남구 수영로 288,051-624-2552,셀프,
A0031391,부산 남구,용연주유소,GS칼텍스,부산 남구 유엔로 202,051-625-1140,셀프,
A0031363,부산 남구,은마석유(주)직영용당CY주유소,GS칼텍스,부산 남구 신선로 392 (용당동),051-622-5121,셀프,
A0027337,부산 남구,반도주유소,S-OIL,부산 남구 신선로 442 (용당동),051-626-6828,일반,
A0031400,부산 남구,(주)경인석유,SK에너지,부산 남구 신선로 448 (용당동),051-626-2426,일반,
A0031226,부산 남구,대일주유소,GS칼텍스,부산 남구 황령대로 401-2 (대연동),051-627-0727,일반,
A0031354,부산 남구,박물관주유소,SK에너지,부산 남구 유엔로 235 (대연동),051-623-0041,셀프,
A0031203,부산 남구,삼화주유소,GS칼텍스,부산 남구 우암로 92 (감만동),051-646-1620,일반,
A0031380,부산 남구,내트럭하우스 부산사업소 내트럭(주)직영,SK에너지,부산 남구 신선로 168 (감만동),051-638-3975,일반,
A0031302,부산 남구,성지주유소,SK에너지,부산 남구 유엔로 42 (우암동),051-644-5995,일반,
A0027280,부산 남구,(주)호림에너지 유정주유소,SK에너지,부산광역시 남구 수영로132번길 47 (대연동),051-637-9603,셀프,
A0031370,부산 남구,금강석유(주)태화주유소,현대오일뱅크,부산 남구 신선로 173 (감만동),051-647-5171,일반,
A0031356,부산 남구,동해,SK에너지,부산 남구 수영로 179 (대연동),051-634-4481,일반,
A0027582,부산 북구,삼보주유소/충전소,GS칼텍스,부산 북구 만덕대로 331 (만덕동),051-336-2002,셀프,
A0027181,부산 북구,(주)삼보부림SELF주유소,GS칼텍스,부산 북구 만덕대로 343 (만덕동),051-338-5156,셀프,
A0027495,부산 북구,화명신도시주유소,S-OIL,부산 북구 금곡대로 203 (화명동),051-365-0711,셀프,
A0027686,부산 북구,세일석유(주)금곡주유소,S-OIL,부산 북구 금곡대로 604 (금곡동),051-334-7771,셀프,
A0027618,부산 북구,두꺼비,SK에너지,부산 북구 금곡대로 362 (화명동),051-362-5555,일반,
A0027467,부산 북구,무지개주유소,자가상표,부산 북구 금곡대로 692 (금곡동),051-335-4330,일반,
A0027700,부산 북구,동백주유소,현대오일뱅크,부산 북구 금곡대로 712 (금곡동),051-333-9288,셀프,
A0027706,부산 북구,만덕셀프주유소,SK에너지,부산광역시 북구 만덕대로 170,051-332-4423,셀프,
A0027567,부산 북구,지에스칼텍스라인셀프주유소,GS칼텍스,부산 북구 덕천로 179 (만덕동),051-338-5145,셀프,
A0027619,부산 북구,SK신광셀프주유소,SK에너지,부산 북구 덕천로 275 (만덕동),051-336-9911,셀프,
A0027699,부산 북구,(주)21C구포셀프주유소,GS칼텍스,부산광역시 북구  사상로 619 (구포동),051-338-5189,셀프,
A0027326,부산 북구,성도주유소,SK에너지,부산 북구 낙동대로 1642 (구포동),051-333-3351,일반,
A0027668,부산 북구,광신석유(주)직영금강,SK에너지,부산 북구 백양대로 995 (구포동),051-337-3100,일반,
